
. Module name, SLE, CFG, ARI1, BUFFER, MACC_PA, RAM1K20, RAM64X12, GLOBAL, IO
.	.	.	.	.	. miv_ihcc_mem_4s_IHC_SUBSYSTEM_7_1, 128, 10, 64, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_mem_4s_IHC_SUBSYSTEM_7_2, 128, 4, 64, 0, 0, 0, 0, 0, 0
.	.	.	. MIV_IHCC_4s_0s_3s, 354, 138, 128, 0, 0, 0, 0, 0, 0
.	.	.	.	. miv_ihcc_ctrl_4s_0s_3s_1s_3s, 354, 133, 128, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_irqs_1, 22, 16, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_mem_4s_IHC_SUBSYSTEM_7_3, 128, 10, 64, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_mem_4s_IHC_SUBSYSTEM_7_4, 128, 4, 64, 0, 0, 0, 0, 0, 0
.	.	.	. MIV_IHCC_4s_0s_4s, 354, 140, 128, 0, 0, 0, 0, 0, 0
.	.	.	.	. miv_ihcc_ctrl_4s_0s_4s_1s_3s, 354, 135, 128, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_irqs_2, 22, 17, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_mem_4s_IHC_SUBSYSTEM_7_5, 128, 10, 64, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihcc_mem_4s_IHC_SUBSYSTEM_7_6, 128, 4, 64, 0, 0, 0, 0, 0, 0
.	.	.	. MIV_IHCIA_0, 21, 25, 0, 0, 0, 0, 0, 0, 0
.	.	.	. MIV_IHCIA_1, 21, 34, 0, 0, 0, 0, 0, 0, 0
.	.	.	. MIV_IHCIA_2, 21, 33, 0, 0, 0, 0, 0, 0, 0
.	.	.	. MIV_IHCIA_3, 21, 34, 0, 0, 0, 0, 0, 0, 0
.	.	.	. MIV_IHCIA_4, 21, 26, 0, 0, 0, 0, 0, 0, 0
.	.	. RECONFIGURATION_INTERFACE, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. RECONFIGURATION_INTERFACE_RECONFIGURATION_INTERFACE_0_PF_DRI, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	. corepwm_C0, 259, 20, 226, 0, 0, 0, 0, 0, 0
.	.	.	. corepwm_Z80, 259, 20, 226, 0, 0, 0, 0, 0, 0
.	.	.	.	. corepwm_pwm_gen_1s_32s_0_0s, 1, 5, 48, 0, 0, 0, 0, 0, 0
.	.	.	.	. corepwm_reg_if_Z81, 194, 14, 32, 0, 0, 0, 0, 0, 0
.	.	.	.	. corepwm_timebase_32s_0s, 64, 1, 146, 0, 0, 0, 0, 0, 0
.	.	. fabric_sd_emmc_demux_select, 3, 4, 0, 0, 0, 0, 0, 0, 0
.	. MSS_WRAPPER, 0, 2, 0, 0, 0, 0, 0, 0, 114
.	.	. ICICLE_MSS, 0, 2, 0, 0, 0, 0, 0, 0, 93
